,variance,skewness,curtosis,entropy,class
204,-0.53966,7.3273,0.46583,-1.4543,0
205,2.0177,1.7982,-2.9581,0.2099,1
206,0.1848,6.5079,2.0133,-0.87242,0
207,-0.21888,-2.2038,-0.0954,0.56421,1
208,0.87256,9.2931,-0.7843,-2.1978,0
209,4.7926,1.7071,-0.051701,1.4926,0
210,2.0153,0.43661,4.5864,-0.3151,0
211,1.0637,3.6957,-4.1594,-1.9379,1
212,4.3398,-5.3036,3.8803,-0.70432,0
213,2.9163,10.8306,-3.3437,-4.122,0
214,-1.9555,0.20692,1.2473,-0.3707,1
215,2.8237,2.8597,0.19678,0.57196,0
216,1.8799,2.4707,2.4931,0.37671,0
217,-1.7976,-6.7686,6.6753,0.89912,1
218,3.8999,1.734,1.6011,0.96765,0
219,-3.5798,0.45937,2.3457,-0.45734,1
220,4.3848,-3.0729,3.0423,1.2741,0
221,-2.4554,-9.0407,8.862,-0.86983,1
222,1.4276,8.3847,-2.0995,-1.9677,0
223,-2.234,-7.0314,7.4936,0.61334,1
224,-1.9725,2.8825,-2.3086,-2.3724,1
225,3.5438,1.2395,1.997,2.1547,0
226,4.4338,9.887,-4.6795,-3.7483,0
227,-3.7503,-13.4586,17.5932,-2.7771,1
228,5.591,10.4643,-4.3839,-4.3379,0
229,-2.0659,1.0512,-0.46298,-1.0974,1
230,3.583,-3.7971,3.4391,-0.12501,0
231,4.2756,-2.6528,2.1375,0.94437,0
232,3.6181,-3.7454,2.8273,-0.71208,0
233,0.01727,8.693,1.3989,-3.9668,0
234,2.5328,7.528,-0.41929,-2.6478,0
235,-1.8076,-8.8131,8.7086,-0.21682,1
236,-1.4572,9.1214,1.7425,-5.1241,0
237,-2.9915,-6.6258,8.6521,1.8198,1
238,-2.3675,-0.43663,1.692,-0.43018,1
239,3.4667,-4.0724,4.2882,1.5418,0
240,0.18868,0.70148,-0.51182,0.0055892,1
241,3.4246,-0.14693,0.80342,0.29136,0
242,1.8664,7.7763,-0.23849,-2.9634,0
243,0.88872,5.3449,2.045,-0.19355,0
244,-4.9462,3.5716,0.82742,-1.4957,1
245,-1.8584,7.886,-1.6643,-1.8384,0
246,-2.8833,1.7713,0.68946,-0.4638,1
247,-4.4775,-13.0303,17.0834,-3.0345,1
248,4.1373,0.49248,1.093,1.8276,0
249,-1.6244,-6.3444,4.6575,0.16981,1
250,0.57461,10.1105,-1.6917,-4.3922,0
251,4.5459,8.1674,-2.4586,-1.4621,0
252,-2.2918,-7.257,7.9597,0.9211,1
253,-2.5754,-5.6574,6.103,0.65214,1
254,3.6922,-3.9585,4.3439,1.3517,0
255,0.040498,8.5234,1.4461,-3.9306,0
256,3.1887,-3.4143,2.7742,-0.2026,0
257,1.0194,1.1029,-2.3,0.59395,1
258,1.2999,2.5762,2.0107,-0.18967,0
259,3.7758,7.1783,-1.5195,0.40128,0
260,4.6562,7.6398,-2.4243,-1.2384,0
261,-3.1273,-7.1121,11.3897,-0.083634,1
262,-1.0941,2.3072,-2.5237,-1.4453,1
263,0.3434,0.12415,-0.28733,0.14654,1
264,-0.29858,2.4769,-2.9512,-0.66165,1
265,-0.94255,0.039307,-0.24192,0.31593,1
266,2.1059,7.6046,-0.47755,-1.8461,0
267,-0.82053,0.65181,-0.48869,-0.52716,1
268,4.5707,7.2094,-3.2794,-1.4944,0
269,0.26637,0.73252,-0.67891,0.03533,1
270,0.16358,-3.3584,1.3749,1.3569,1
271,2.7365,-5.0325,6.6608,-0.57889,0
272,2.6719,3.0646,0.37158,0.58619,0
273,-1.9922,11.6542,2.6542,-5.2107,0
274,-2.343,12.9516,3.3285,-5.9426,0
275,-1.9458,11.2217,1.9079,-3.4405,0
276,-0.51003,-0.23591,0.020273,0.76334,1
277,-3.0193,1.7775,0.73745,-0.45346,1
278,0.81583,4.84,-5.2613,-6.0823,1
279,1.6408,4.2503,-4.9023,-2.6621,1
280,0.5706,-0.024841,1.2421,-0.56208,0
281,0.56232,1.0015,-2.2726,-0.0060486,1
282,0.9297,-3.7971,4.6429,-0.2957,0
283,2.9421,7.4101,-0.97709,-0.88406,0
284,0.5706,-0.0248,1.2421,-0.5621,0
285,0.24261,0.57318,-1.9402,0.44007,1
286,2.3925,9.798,-3.0361,-2.8224,0
287,1.6406,3.5488,1.3964,-0.36424,0
288,-3.2692,-12.7406,15.5573,-0.14182,1
289,3.7731,7.2073,-1.6814,-0.94742,0
290,4.1962,0.74493,0.83256,0.753,0
291,2.8523,9.0096,-3.761,-3.3371,0
292,0.38251,6.8121,1.8128,-0.61251,0
293,4.2458,1.1981,0.66633,0.94696,0
294,0.32924,-4.4552,4.5718,-0.9888,0
295,0.20977,-0.46146,7.7267,0.90946,0
296,2.6562,10.7044,-3.3085,-4.0767,0
297,-0.7869,9.5663,-3.7867,-7.5034,0
298,-1.2667,2.8183,-2.426,-1.8862,1
299,-2.456,-0.24418,1.4041,-0.45863,1
300,2.7831,10.9796,-3.557,-4.4039,0
301,0.96708,3.8426,-4.9314,-4.1323,1
302,-2.4835,-7.4494,6.8964,-0.64484,1
303,-0.70346,2.957,-3.5947,-3.1457,1
304,4.3483,11.1079,-4.0857,-4.2539,0
305,1.1644,3.8095,-4.9408,-4.0909,1
306,-0.90784,-7.9026,6.7807,0.34179,1
307,3.4769,-0.15314,2.53,2.4495,0
308,-3.2238,2.7935,0.32274,-0.86078,1
309,2.2123,-5.8395,7.7687,-0.85302,0
310,1.742,-4.809,8.2142,-2.0659,0
311,3.946,6.8514,-1.5443,-0.5582,0
312,4.052,-0.16555,0.45383,0.51248,0
313,-5.9034,6.5679,0.67661,-6.6797,1
314,3.3848,3.2674,0.90967,0.25128,0
315,-4.5531,-12.5854,15.4417,-1.4983,1
316,3.8846,-3.0336,2.5334,0.20214,0
317,-3.8552,3.5219,-0.38415,-3.8608,1
318,5.3915,9.9946,-3.8081,-3.3642,0
319,-4.4018,-12.9371,15.6559,-1.6806,1
320,1.164,3.913,-4.5544,-3.8672,1
321,-1.4446,2.1438,-0.47241,-1.6677,1
322,2.4486,-6.3175,7.9632,0.20602,0
323,0.67886,4.1199,-4.569,-4.1414,1
324,-2.5084,-0.22763,1.488,1.2069,1
325,2.8521,9.171,-3.6461,-1.2047,0
326,0.93611,8.6413,-1.6351,-1.3043,0
327,-0.21394,-0.68287,0.096532,1.1965,1
328,4.6439,-3.3729,2.5976,0.55257,0
329,0.5706,-0.0248,1.2421,-0.5621,0
330,4.8851,1.5995,-0.00029081,1.6401,0
331,3.9414,-3.2902,3.1674,1.0866,0
332,1.2198,2.0982,-3.1954,0.12843,1
333,4.4069,10.9072,-4.5775,-4.4271,0
334,0.84546,3.4826,-3.6307,-1.3961,1
335,-1.9966,-9.5001,9.682,-0.12889,1
336,-2.6989,12.1984,0.67661,-8.5482,0
337,4.0329,0.23175,0.89082,1.1823,0
338,-0.8734,-0.033118,-0.20165,0.55774,1
339,-0.0068919,9.2931,-0.41243,-1.9638,0
340,5.2418,10.5388,-4.1174,-4.2797,0
341,-3.1158,-8.6289,10.4403,0.97153,1
342,2.6718,5.6574,0.72974,-1.4892,0
343,-3.3582,-7.2404,11.4419,-0.57113,1
344,0.93584,8.8855,-1.6831,-1.6599,0
345,0.39012,-0.14279,-0.031994,0.35084,1
346,3.3397,-4.6145,3.9823,-0.23751,0
347,0.49571,10.2243,-1.097,-4.0159,0
348,4.2134,-2.806,2.0116,0.67412,0
349,1.4884,3.6274,3.308,0.48921,0
350,-0.91718,9.9884,1.1804,-5.2263,0
351,3.884,10.0277,-3.9298,-4.0819,0
352,-1.5732,1.0636,-0.71232,-0.8388,1
353,-2.0285,3.8468,-0.63435,-1.175,1
354,-0.16735,7.6274,1.2061,-3.6241,0
355,-1.682,-6.8121,7.1398,1.3323,1
356,-2.4824,-7.3046,6.839,-0.59053,1
357,1.208,4.0744,-4.7635,-2.6129,1
358,-2.3277,1.4381,-0.82114,-1.2862,1
359,1.3451,0.23589,-1.8785,1.3258,1
360,0.46901,-0.63321,7.3848,0.36507,0
361,0.3292,-4.4552,4.5718,-0.9888,0
362,-3.1875,-7.5756,11.8678,-0.57889,1
363,-0.71494,-4.4448,2.2241,0.49826,1
364,-0.071503,3.7412,-4.5415,-4.2526,1
365,-2.5463,3.1101,-0.83228,-3.0358,1
366,3.4642,10.6878,-3.4071,-4.109,0
367,-3.5359,0.30417,0.6569,-0.2957,1
368,-4.3967,4.9601,-0.64892,-5.4719,1
369,4.6014,5.6264,-2.1235,0.19309,0
370,-2.5724,-0.95602,2.7073,-0.16639,1
371,0.11686,3.735,-4.4379,-4.3741,1
372,-5.525,6.3258,0.89768,-6.6241,1
373,5.1129,-0.49871,0.62863,1.1189,0
374,-3.9594,4.0289,-0.35845,-3.8957,1
375,-2.1234,1.1815,-0.55552,-0.81165,1
376,-6.1632,8.7096,-0.21621,-3.6345,1
377,3.2294,7.7391,-0.37816,-2.5405,0
378,-0.77288,-7.4473,6.492,0.36119,1
379,-2.4621,2.7645,-0.62578,-2.8573,1
380,-1.7479,-5.823,5.8699,1.212,1
381,4.1757,10.2615,-3.8552,-4.3056,0
382,0.83625,1.1071,-2.4706,-0.062945,1
383,2.6648,10.754,-3.3994,-4.1685,0
384,0.96441,5.8395,2.3235,0.066365,0
385,0.6212,3.6771,-4.0771,-2.0711,1
386,1.0552,1.1857,-2.6411,0.11033,1
387,1.1676,9.1566,-2.0867,-0.80647,0
388,-0.95923,-6.7128,4.9857,0.32886,1
389,-3.1366,0.42212,2.6225,-0.064238,1
390,1.9321,6.0423,0.26019,-2.053,0
391,4.2027,0.22761,0.96108,0.97282,0
392,1.1811,8.3847,-2.0567,-0.90345,0
393,3.9294,1.4112,1.8076,0.89782,0
394,-1.3887,-4.8773,6.4774,0.34179,1
395,4.988,7.2052,-3.2846,-1.1608,0
396,1.7317,-0.34765,4.1905,-0.99138,0
397,0.5415,6.0319,1.6825,-0.46122,0
398,3.106,9.5414,-4.2536,-4.003,0
399,-0.83121,0.039307,0.05369,-0.23105,1
400,3.8905,-2.1521,2.6302,1.1047,0
401,1.941,0.46351,4.6472,1.0879,0
402,-1.3066,0.25244,0.7623,1.7758,1
403,0.68087,2.3259,4.9085,0.54998,0
404,-3.8483,-12.8047,15.6824,-1.281,1
405,-2.8957,-12.0205,11.9149,-2.7552,1
406,-0.092194,0.39315,-0.32846,-0.13794,1
407,-1.7713,-10.7665,10.2184,-1.0043,1
408,0.9297,-3.7971,4.6429,-0.2957,0
409,2.9742,8.96,-2.9024,-1.0379,0
410,3.2704,6.9321,-1.0456,0.23447,0
411,-3.2854,4.0372,-0.45356,-1.8228,1
412,0.33325,3.3108,-4.5081,-4.012,1
413,1.9818,9.2621,-3.521,-1.872,0
414,1.7875,4.78,-5.1362,-3.2362,1
415,-3.3884,-8.215,10.3315,0.98187,1
416,3.7522,-3.6978,3.9943,1.3051,0
417,5.1302,8.6703,-2.8913,-1.5086,0
418,-2.9883,0.31245,0.45041,0.068951,1
419,-1.0744,-6.3113,5.355,0.80472,1
420,-0.77995,3.2322,-3.282,-3.1004,1
421,3.0948,8.7324,-2.9007,-0.96682,0
422,-2.3211,3.166,-1.0002,-2.7151,1
423,-5.0301,7.5032,-0.13396,-7.5034,1
424,5.0214,8.0764,-3.0515,-1.7155,0
425,2.2634,-4.4862,3.6558,-0.61251,0
426,0.86816,10.2429,-1.4912,-4.0082,0
427,1.9476,-4.7738,8.527,-1.8668,0
428,3.0672,-4.4117,3.8238,-0.81682,0
429,0.051979,7.0521,-2.0541,-3.1508,0
430,-0.37013,-5.554,4.7749,1.547,1
431,0.77124,9.0862,-1.2281,-1.4996,0
432,-2.7028,1.6327,0.83598,-0.091393,1
433,4.6765,-3.3895,3.4896,1.4771,0
434,3.6077,6.8576,-1.1622,0.28231,0
435,-0.95923,0.091039,6.2204,-1.4828,0
436,2.4226,-4.5752,5.947,0.21507,0
437,5.0429,-0.52974,0.50439,1.106,0
438,-0.53072,-0.097265,-0.21793,1.0426,1
439,4.0422,-4.391,4.7466,1.137,0
440,-1.3885,12.5026,0.69118,-7.5487,0
441,5.681,7.795,-2.6848,-0.92544,0
442,-1.8219,-6.8824,5.4681,0.057313,1
443,-4.8861,7.0542,-0.17252,-6.959,1
444,-2.4365,3.6026,-1.4166,-2.8948,1
445,0.045304,6.7334,1.0708,-0.9332,0
446,-0.40804,0.54214,-0.52725,0.6586,1
447,0.52855,0.96427,4.0243,-1.0483,0
448,-0.64326,2.4748,-2.9452,-1.0276,1
449,1.6426,3.0149,0.22849,-0.147,0
450,-1.9409,-8.6848,9.155,0.94049,1
451,-1.6952,1.0657,8.8294,0.94955,0
452,-3.5985,-13.6593,17.6052,-2.4927,1
453,-4.0218,-8.304,12.555,-1.5099,1
454,0.066129,2.4914,-2.9401,-0.62156,1
455,-1.7322,-9.2828,7.719,-1.7168,1
456,0.21084,9.4359,-0.094543,-1.859,0
457,0.19081,9.1297,-3.725,-5.8224,0
458,3.482,-4.1634,3.5008,-0.078462,0
459,-1.1193,10.7271,2.0938,-5.6504,0
460,2.8672,10.0008,-3.2049,-3.1095,0
461,0.50813,0.47799,-1.9804,0.57714,1
462,-0.78289,11.3603,-0.37644,-7.0495,0
463,-4.1244,3.7909,-0.6532,-4.1802,1
464,-5.0676,-5.1877,10.4266,-0.86725,1
465,0.96414,5.616,2.2138,-0.12501,0
466,-2.1405,-0.16762,1.321,-0.20906,1
467,-2.4473,12.6247,0.73573,-7.6612,0
468,-6.2003,8.6806,0.0091344,-3.703,1
469,-1.8356,-6.7562,5.0585,-0.55044,1
470,0.74428,-3.7723,1.6131,1.5754,1
471,5.2032,3.5116,-1.2538,1.0129,0
472,-2.659,-1.6058,1.3647,0.16464,1
473,-3.7747,2.5162,0.83341,-0.30993,1
474,-4.2091,4.7283,-0.49126,-5.2159,1
475,-2.5961,-9.349,9.7942,-0.28018,1
476,-0.10648,-0.76771,7.7575,0.64179,0
477,0.88444,6.5906,0.55837,-0.44182,0
478,-2.2625,-0.099335,2.8127,0.48662,1
479,1.04,-6.9321,8.2888,-1.2991,0
480,-1.3414,-2.0776,2.8093,0.60688,1
481,1.5099,0.039307,6.2332,-0.30346,0
482,0.15423,0.11794,-1.6823,0.59524,1
483,1.5673,7.9274,-0.056842,-2.1694,0
484,-1.4781,0.14277,-1.1622,-0.48579,1
485,3.9922,-4.4676,3.7304,-0.1095,0
486,3.0632,-3.3315,5.1305,0.8267,0
487,2.483,6.6155,-0.79287,-0.90863,0
488,1.7257,-4.4697,8.2219,-1.8073,0
489,2.2546,8.0992,-0.24877,-3.2698,0
490,-1.6662,-0.30005,1.4238,0.024986,1
491,0.5195,-3.2633,3.0895,-0.9849,0
492,-2.7914,1.7734,6.7756,-0.39915,0
493,0.7057,-5.4981,8.3368,-2.8715,0
494,3.9433,2.5017,1.5215,0.903,0
495,-1.749,-6.332,6.0987,0.14266,1
496,-6.651,6.7934,0.68604,-7.5887,1
497,3.8496,9.7939,-4.1508,-4.4582,0
498,1.934,-9.2828e-06,4.816,-0.33967,0
499,3.82,10.9279,-4.0112,-5.0284,0
500,-0.11716,0.60422,-0.38587,-0.059065,1
501,-0.55355,-7.9233,6.7156,0.74394,1
502,-0.60975,-4.002,1.8471,0.6017,1
503,2.5331,2.9135,-0.822,-0.12243,0
504,2.0421,1.2436,4.2171,0.90429,0
505,2.1752,-0.8091,5.1022,-0.67975,0
506,3.5912,3.0129,0.72888,0.56421,0
507,-0.60254,1.7237,-2.1501,-0.77027,1
508,-7.0364,9.2931,0.16594,-4.5396,1
509,-3.0,-9.1566,9.5766,-0.73018,1
510,-3.8858,-12.8461,12.7957,-3.1353,1
511,4.2969,7.617,-2.3874,-0.96164,0
512,-0.11996,6.8741,0.91995,-0.6694,0
513,-0.048008,-1.6037,8.4756,0.75558,0
514,-2.1802,3.3791,-1.2256,-2.6621,1
515,1.3114,4.5462,2.2935,0.22541,0
516,5.438,9.4669,-4.9417,-3.9202,0
517,0.50225,0.65388,-1.1793,0.39998,1
518,-2.799,1.9679,-0.42357,-2.1125,1
519,-1.4375,-1.8624,4.026,0.55127,1
520,4.3634,0.46351,1.4281,2.0202,0
521,-1.0802,2.1996,-2.5862,-1.2759,1
522,0.74521,3.6357,-4.4044,-4.1414,1
523,6.8248,5.2187,-2.5425,0.5461,0
524,0.0071249,8.3661,0.50781,-3.8155,0
525,0.0096613,3.5612,-4.407,-4.4103,1
526,3.9102,6.065,-2.4534,-0.68234,0
527,-1.4275,11.8797,0.41613,-6.9978,0
528,-4.7462,3.1205,1.075,-1.2966,1
529,-2.9138,-9.4711,9.7668,-0.60216,1
530,-1.7015,-0.010356,-0.99337,-0.53104,1
531,1.9157,6.0816,0.23705,-2.0116,0
532,0.49665,5.527,1.7785,-0.47156,0
533,-1.0112,2.9984,-1.1664,-1.6185,1
534,-2.5373,-6.959,8.8054,1.5289,1
535,-0.13144,-1.7775,8.3316,0.35214,0
536,-1.7064,3.3088,-2.2829,-2.1978,1
537,-3.4083,4.8587,-0.76888,-4.8668,1
538,4.1711,8.722,-3.0224,-0.59699,0
539,-4.2333,4.9166,-0.49212,-5.3207,1
540,2.6606,3.1681,1.9619,0.18662,0
541,4.9923,7.8653,-2.3515,-0.71984,0
542,1.5077,1.9596,-3.0584,-0.12243,1
543,4.2899,9.1814,-4.6067,-4.3263,0
544,-5.2943,-5.1463,10.3332,-1.1181,1
