,LIMIT_BAL,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,MARRIAGE_0,MARRIAGE_1,MARRIAGE_2,MARRIAGE_3,EDUCATION_0,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,EDUCATION_5,EDUCATION_6,SEX_1,SEX_2,class
19,80000.0,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6746.0,556.0,556.0,2904.0,556.0,4226.0,556.0,556.0,2904.0,,4226.0,3683.0,0.0,1.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
20,280000.0,46.0,,2.0,,,0.0,,,491801.0,62236.0,54813.0,38669.0,18010.0,0.0,1803.0,,1105.0,534.0,318.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,0.0,1.0,1
21,20000.0,24.0,0.0,0.0,0.0,0.0,2.0,2.0,13470.0,14748.0,15761.0,17497.0,17075.0,,1500.0,1264.0,2000.0,0.0,3000.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,1
22,210000.0,,,0.0,0.0,0.0,,0.0,73329.0,74261.0,75602.0,76062.0,,76971.0,2700.0,3500.0,3300.0,3000.0,3000.0,3000.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,0
23,250000.0,49.0,1.0,2.0,,0.0,0.0,,,262132.0,240448.0,,,184091.0,13000.0,0.0,6672.0,,7000.0,9000.0,,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0
24,230000.0,30.0,0.0,,0.0,-1.0,0.0,0.0,4942.0,,1249.0,,7079.0,1880.0,2554.0,1000.0,2959.0,5000.0,1000.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,,,0.0,1.0,0
25,400000.0,30.0,-2.0,,-2.0,-2.0,,-2.0,-200.0,-200.0,-200.0,,3956.0,2500.0,0.0,,946.0,,2500.0,0.0,0.0,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0
26,100000.0,30.0,,0.0,0.0,0.0,0.0,,43717.0,,24551.0,16333.0,9776.0,58408.0,3000.0,2500.0,2000.0,1000.0,,5800.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0
27,,26.0,0.0,0.0,0.0,,0.0,0.0,134235.0,62483.0,62134.0,61797.0,,57582.0,6000.0,,3000.0,7475.0,3000.0,2500.0,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
28,,,,0.0,,0.0,-1.0,-1.0,66731.0,64787.0,38948.0,,304.0,635.0,,3125.0,2065.0,307.0,635.0,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,0
29,340000.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,170717.0,,177359.0,173334.0,,180205.0,6401.0,6501.0,6101.0,6201.0,6501.0,6601.0,0.0,0.0,1.0,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0,0.0,0
30,140000.0,56.0,0.0,0.0,0.0,0.0,0.0,,141342.0,,139888.0,,111187.0,111414.0,5025.0,5962.0,4878.0,4100.0,4200.0,4003.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,1.0,0
31,320000.0,32.0,-1.0,2.0,-1.0,-1.0,-2.0,,752.0,169.0,1940.0,0.0,0.0,0.0,0.0,1948.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,,,0.0,1.0,0.0,1
32,50000.0,36.0,0.0,0.0,2.0,2.0,2.0,2.0,22312.0,25349.0,,,27123.0,27509.0,3416.0,1425.0,0.0,2190.0,965.0,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
33,150000.0,,-1.0,,0.0,,,-1.0,4016.0,5115.0,,1334.0,2117.0,1098.0,,1002.0,,,1098.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0
34,180000.0,,-1.0,-1.0,,-1.0,,0.0,49531.0,45612.0,0.0,245863.0,250472.0,,45612.0,0.0,245863.0,5009.0,5040.0,0.0,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,,0.0,1.0,0.0,0
35,120000.0,28.0,,0.0,0.0,0.0,0.0,0.0,120154.0,122674.0,123155.0,120267.0,121471.0,118656.0,6010.0,6108.0,5831.0,4700.0,4486.0,4871.0,0.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0
36,230000.0,47.0,-1.0,-1.0,,,-1.0,-1.0,,5743.0,,255.0,5425.0,4838.0,5743.0,1598.0,0.0,5425.0,4838.0,3840.0,,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
37,100000.0,29.0,-1.0,,-1.0,-1.0,0.0,-1.0,711.0,1141.0,210.0,780.0,390.0,930.0,1000.0,780.0,1930.0,0.0,930.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1
38,70000.0,,0.0,,2.0,2.0,0.0,0.0,62080.0,67523.0,68334.0,67132.0,66796.0,67743.0,6874.0,2030.0,,1866.0,1878.0,1909.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,1.0,0.0,1
39,360000.0,34.0,,-1.0,-1.0,,-1.0,0.0,1978.0,8583.0,993.0,,10456.0,31581.0,8625.0,998.0,26561.0,,21738.0,,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0,0.0,0
40,500000.0,46.0,,0.0,0.0,0.0,-1.0,-1.0,20614.0,18050.0,15341.0,15985.0,1147.0,5492.0,5001.0,3007.0,8000.0,1147.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,0.0,0.0,0.0,1.0,0
41,200000.0,,-1.0,-1.0,,-2.0,-2.0,-1.0,2318.0,7298.0,0.0,0.0,0.0,980.0,7478.0,,0.0,0.0,980.0,,0.0,,1.0,0.0,0.0,1.0,,,0.0,0.0,,0.0,,0
42,50000.0,32.0,,0.0,0.0,0.0,0.0,0.0,49571.0,48765.0,49453.0,49827.0,48930.0,,1773.0,2110.0,2324.0,,1920.0,2000.0,0.0,,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0
43,,38.0,1.0,3.0,2.0,,0.0,-1.0,,9692.0,3772.0,1919.0,,2360.0,0.0,3.0,0.0,0.0,2360.0,,0.0,,,0.0,,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0
44,90000.0,25.0,-1.0,,0.0,,3.0,2.0,23662.0,25970.0,28531.0,30072.0,29323.0,,,3000.0,2300.0,0.0,0.0,4860.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1
45,390000.0,38.0,0.0,0.0,0.0,0.0,0.0,,164418.0,167501.0,134282.0,128701.0,131529.0,135242.0,,,5000.0,5000.0,6000.0,5000.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0
46,30000.0,39.0,,3.0,,0.0,,3.0,1742.0,1560.0,780.0,,2057.0,1737.0,,,0.0,2057.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0
47,360000.0,36.0,0.0,0.0,0.0,,0.0,2.0,308711.0,305594.0,,304645.0,315118.0,315782.0,11000.0,13000.0,11019.0,23000.0,13300.0,3.0,0.0,,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,1.0,0
48,80000.0,37.0,-1.0,,-1.0,-1.0,-1.0,,10115.0,249.0,5986.0,188.0,1644.0,16872.0,258.0,5995.0,188.0,,16872.0,4000.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0
49,500000.0,30.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,943.0,5664.0,-33.0,,842.0,,5692.0,,6487.0,842.0,,7029.0,0.0,,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
50,100000.0,,0.0,0.0,0.0,0.0,0.0,0.0,,85345.0,76109.0,,77868.0,75954.0,,,3300.0,,3000.0,3000.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0
51,200000.0,28.0,0.0,0.0,0.0,0.0,0.0,2.0,42215.0,44597.0,,56627.0,,59596.0,3092.0,7518.0,,5627.0,0.0,2741.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0
52,50000.0,26.0,0.0,0.0,,0.0,0.0,0.0,50343.0,24132.0,20109.0,19932.0,19762.0,10708.0,1319.0,1902.0,1200.0,30.0,,20201.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0
53,280000.0,28.0,,-1.0,-1.0,0.0,-1.0,-1.0,0.0,,4872.0,4284.0,4322.0,9887.0,5072.0,4900.0,0.0,4322.0,9887.0,49300.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,1
54,90000.0,28.0,-1.0,0.0,0.0,,0.0,0.0,23940.0,92233.0,91308.0,53991.0,56032.0,51010.0,75000.0,,4300.0,2800.0,2800.0,3600.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
55,80000.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,62824.0,63883.0,57722.0,116742.0,72204.0,,2178.0,2674.0,2200.0,14710.0,8000.0,3005.0,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1
56,200000.0,40.0,,2.0,0.0,0.0,0.0,2.0,,181236.0,,189069.0,197736.0,183299.0,0.0,8600.0,8300.0,13257.0,917.0,7000.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
57,220000.0,,-1.0,,,-1.0,-1.0,-1.0,300.0,-200.0,-200.0,,4040.0,,,0.0,4240.0,0.0,,,0.0,,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0
58,20000.0,23.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,0.0,174.0,1200.0,1434.0,0.0,0.0,,,,,974.0,0.0,0.0,1.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1.0,0
59,,36.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,5788.0,5802.0,14562.0,6930.0,,1448.0,,,6969.0,5958.0,1448.0,101434.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0
60,80000.0,45.0,0.0,0.0,0.0,,,0.0,,74516.0,69485.0,,,29033.0,,2507.0,2140.0,,1500.0,1000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0
61,700000.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,,1878.0,4343.0,804.0,778.0,1913.0,200.0,4354.0,804.0,778.0,1916.0,,628.0,,0.0,1.0,0.0,,0.0,1.0,,0.0,,0.0,0.0,1.0,0
62,50000.0,23.0,1.0,,2.0,0.0,0.0,,7181.0,6908.0,5187.0,4643.0,3385.0,,0.0,0.0,,237.0,100.0,50.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0
63,90000.0,44.0,,0.0,0.0,0.0,,0.0,,92338.0,87511.0,47796.0,,49054.0,4000.0,4200.0,1700.0,,2083.0,1827.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,1
64,160000.0,54.0,-1.0,2.0,-1.0,0.0,,,,390.0,1560.0,1170.0,,390.0,,,0.0,0.0,0.0,390.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1
65,,36.0,0.0,,0.0,0.0,,0.0,66888.0,69306.0,24348.0,,25195.0,25777.0,,1704.0,1100.0,1000.0,1000.0,1000.0,,0.0,1.0,0.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
66,200000.0,31.0,1.0,-2.0,-1.0,-1.0,,-1.0,,,,1957.0,0.0,596.0,0.0,,1957.0,,596.0,789.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
67,360000.0,43.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,6088.0,17980.0,4890.0,3008.0,,19282.0,17980.0,4897.0,3008.0,3920.0,19282.0,52087.0,,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0
68,290000.0,32.0,,0.0,0.0,0.0,0.0,0.0,21981.0,24610.0,,26671.0,24826.0,22287.0,3000.0,3000.0,3000.0,,,3000.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,0
69,290000.0,44.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,616.0,640.0,526.0,336.0,527.0,619.0,643.0,528.0,337.0,529.0,696.0,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1
70,230000.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,,64375.0,65691.0,67150.0,,,3000.0,2386.0,2553.0,2483.0,,3000.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,,1.0,0
71,170000.0,,0.0,0.0,0.0,0.0,0.0,0.0,191865.0,186841.0,183151.0,170838.0,80934.0,80821.0,7080.0,8271.0,5159.0,2700.0,2619.0,3500.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0
72,50000.0,24.0,-1.0,,-1.0,-1.0,-1.0,-1.0,390.0,0.0,672.0,-108.0,,0.0,0.0,672.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,1
73,170000.0,38.0,,-1.0,-1.0,,0.0,,,5360.0,,,0.0,,6439.0,29271.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
74,350000.0,38.0,-1.0,,-1.0,-1.0,-1.0,-1.0,,2728.0,1606.0,1015.0,24555.0,185.0,,,1017.0,24560.0,1000.0,917.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0
75,,39.0,1.0,-1.0,2.0,,-2.0,-2.0,-5.0,776.0,186.0,0.0,,0.0,781.0,0.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
76,,24.0,0.0,0.0,2.0,0.0,0.0,2.0,,,7877.0,8591.0,10302.0,10006.0,,1000.0,1000.0,2000.0,0.0,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0
77,,,-2.0,,-2.0,-2.0,-2.0,-2.0,5625.0,,13300.0,3450.0,13880.0,5147.0,12125.0,13416.0,3450.0,13880.0,5147.0,1050.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0
78,280000.0,38.0,0.0,0.0,,0.0,0.0,0.0,236583.0,,173668.0,177475.0,171566.0,175500.0,10000.0,,6000.0,6000.0,6000.0,,0.0,1.0,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,1.0,0
79,,31.0,1.0,-1.0,-1.0,2.0,-1.0,-1.0,-92.0,465.0,,,1554.0,1561.0,2000.0,4000.0,,1600.0,1600.0,1700.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
80,360000.0,37.0,,-1.0,,-1.0,-1.0,,10000.0,,17165.0,,10000.0,10000.0,17444.0,10035.0,10000.0,10000.0,10000.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,0.0,,1.0,0
81,10000.0,23.0,1.0,2.0,3.0,,2.0,0.0,5699.0,7434.0,8164.0,7889.0,7614.0,7990.0,2000.0,1000.0,,0.0,500.0,900.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1
82,200000.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,44600.0,42954.0,44318.0,32010.0,33271.0,34297.0,3000.0,6032.0,,3000.0,3000.0,3000.0,,1.0,,0.0,0.0,,,1.0,0.0,0.0,0.0,,1.0,0
83,70000.0,26.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,313.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0
84,110000.0,46.0,0.0,0.0,,0.0,0.0,0.0,44590.0,45846.0,47104.0,,0.0,49461.0,2000.0,2000.0,2000.0,2000.0,0.0,2000.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,1
85,30000.0,,-2.0,-1.0,0.0,0.0,,0.0,,20249.0,3765.0,29393.0,,27653.0,20657.0,1000.0,26408.0,0.0,,823.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,1.0,0
86,410000.0,34.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2347.0,4234.0,23591.0,224.0,193.0,,,23785.0,225.0,194.0,,22906.0,0.0,,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0
87,30000.0,37.0,0.0,-1.0,2.0,0.0,,0.0,,2536.0,1100.0,710.0,320.0,-70.0,,0.0,0.0,0.0,0.0,1000.0,,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,1
88,20000.0,,0.0,0.0,,0.0,,0.0,19084.0,19224.0,18545.0,19405.0,19358.0,19413.0,1300.0,1400.0,1300.0,,700.0,646.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,0
89,500000.0,46.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,46178.0,,117102.0,159284.0,112078.0,136341.0,57498.0,,,30418.0,80668.0,50384.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0
90,500000.0,,0.0,0.0,0.0,0.0,0.0,0.0,422713.0,406204.0,,423392.0,399250.0,362627.0,15000.0,,15000.0,14000.0,,14000.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
91,20000.0,24.0,-1.0,4.0,4.0,3.0,,3.0,19915.0,19902.0,19299.0,20686.0,20073.0,19470.0,600.0,0.0,2000.0,,0.0,0.0,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,1
92,70000.0,30.0,-1.0,,-1.0,,-1.0,-1.0,832.0,416.0,832.0,416.0,416.0,1132.0,0.0,832.0,0.0,,1132.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,,0.0,,1.0,,0
93,130000.0,33.0,,0.0,,0.0,0.0,0.0,127781.0,122319.0,107674.0,89780.0,90625.0,,,,3200.0,,3300.0,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,1.0,0
94,310000.0,28.0,0.0,,0.0,0.0,0.0,0.0,8193.0,,36780.0,31372.0,17308.0,35943.0,43003.0,2107.0,1246.0,346.0,30000.0,53000.0,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,0
95,170000.0,28.0,-1.0,0.0,,2.0,0.0,0.0,2948.0,3848.0,,5464.0,5577.0,5889.0,1105.0,1903.0,0.0,296.0,500.0,95.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
96,70000.0,46.0,0.0,0.0,0.0,2.0,,2.0,,12093.0,13891.0,13371.0,,14271.0,,2000.0,0.0,1500.0,0.0,600.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
97,290000.0,63.0,0.0,0.0,0.0,0.0,,2.0,183800.0,187658.0,193030.0,195356.0,,211614.0,6820.0,8500.0,7020.0,,8000.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,1.0,,1
98,,29.0,0.0,-1.0,0.0,,0.0,,1467.0,,2257.0,43720.0,43968.0,45182.0,,,42000.0,1700.0,2000.0,1700.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
99,50000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,651.0,651.0,1072.0,,651.0,646.0,651.0,1072.0,1713.0,651.0,,651.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,1.0,1
100,70000.0,27.0,,,2.0,0.0,0.0,2.0,25773.0,,28184.0,,30379.0,30931.0,3600.0,0.0,1030.0,2400.0,1200.0,,0.0,1.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,,1.0,1
101,200000.0,27.0,1.0,-2.0,-2.0,,-1.0,0.0,0.0,0.0,0.0,0.0,3012.0,3021.0,0.0,,,3012.0,9.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
102,240000.0,44.0,0.0,0.0,,0.0,0.0,,,179988.0,184976.0,188934.0,196884.0,199267.0,6600.0,8000.0,7000.0,11000.0,7181.0,,,1.0,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,0.0,1.0,0
103,420000.0,33.0,1.0,-1.0,-1.0,-2.0,-2.0,-2.0,-190.0,,0.0,0.0,0.0,0.0,6699.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,,1.0,0.0,0
104,90000.0,23.0,0.0,0.0,,0.0,0.0,0.0,91653.0,,90298.0,91343.0,90887.0,90858.0,4200.0,,3307.0,,3311.0,,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
105,30000.0,44.0,,0.0,0.0,0.0,0.0,2.0,,25989.0,23078.0,23697.0,25257.0,,1700.0,1384.0,,,900.0,,0.0,,1.0,0.0,,,,1.0,0.0,0.0,0.0,,1.0,1
