,variance,skewness,curtosis,entropy,class
169,,-3.3895,3.4896,,0
170,-2.3142,,-0.46813,-1.6767,1
171,,,-2.9941,-1.3082,0
172,-3.2305,,11.6433,-0.94613,1
173,,,,,0
174,,,,0.48921,0
175,2.4008,9.3593,-3.3565,-3.3526,0
176,,10.1374,-1.331,-5.4707,0
177,,,,,0
178,1.2262,0.89599,5.7568,,0
179,,,,-5.4719,1
180,,0.12415,,-0.86208,1
181,1.2746,,-1.5323,-1.7957,0
182,-0.88728,2.808,-3.1432,-1.2035,1
183,4.0422,,4.7466,,0
184,-0.60254,1.7237,,-0.77027,1
185,,-0.8091,5.1022,-0.67975,0
186,4.3634,0.46351,1.4281,,0
187,-2.5463,,-0.83228,-3.0358,1
188,4.1605,,-3.6136,-4.0819,0
189,,6.901,,,0
190,2.0597,,5.2119,,0
191,,,1.093,,0
192,-0.75793,,,,1
193,,,0.23191,,1
194,,,,,1
195,,6.7562,,0.39481,0
196,-1.7976,,,0.89912,1
197,,-0.99326,1.0947,0.88619,1
198,5.2756,,0.12138,1.1435,0
199,0.6005,,-3.2888,-0.32415,1
200,,-13.0634,,,1
201,,-13.7731,17.9274,,1
202,,,-2.5477,-1.872,0
203,-4.0679,,0.79571,-1.1039,1
204,2.3925,,,-2.8224,0
205,,,6.103,,1
206,,,2.518,,1
207,,,13.1779,,1
208,,8.5482,,,0
209,,9.7484,,,0
210,-0.81479,,4.3919,0.3211,1
211,-6.2815,6.6651,,,1
212,,,-0.72004,-3.5233,1
213,-2.6286,0.18002,,,1
214,,-8.215,,,1
215,,,,-0.55949,1
216,,,,0.60558,0
217,-1.9881,,-0.28562,-0.70044,1
218,,-6.8555,,,1
219,,,,,0
220,2.6799,3.1349,,0.58489,0
221,3.8117,10.1457,-4.0463,,0
222,4.7181,,,-3.8582,0
223,,,0.85483,,1
224,4.2406,,1.608,,0
225,,10.3567,-3.7301,-3.6991,0
226,,8.8068,0.94566,-4.2267,0
227,,,-0.31818,0.50214,1
228,,2.3445,0.52667,,1
229,,,,,0
230,4.6014,5.6264,,0.19309,0
231,,-6.4748,,-0.41855,0
232,,,-1.4029,,0
233,2.0421,,4.2171,,0
234,0.32924,-4.4552,4.5718,,0
235,2.9233,6.0464,,-0.58665,0
236,-2.0962,,6.6188,-0.33708,1
237,1.4578,,4.1785,0.59136,0
238,,2.8701,,,0
239,,,,,0
240,,0.70768,,1.8663,0
241,-0.95403,1.9824,-2.3163,,1
242,,8.6413,,,0
243,,-4.1634,3.5008,-0.078462,0
244,3.2697,-4.3414,3.6884,,0
245,,,,-0.41984,1
246,1.3403,,,-2.5987,1
247,,,,-2.9452,1
248,1.9105,,-2.3386,,0
249,0.16358,,,,1
250,2.8209,7.3108,,-1.8784,0
251,-3.3203,,,,1
252,-1.5681,,6.5537,-0.1276,1
253,4.4549,2.4976,,0.96894,0
254,4.0713,10.4023,,-4.7582,0
255,0.94225,,,,0
256,,-1.7775,,0.35214,0
257,3.9719,1.0367,0.75973,,0
258,,0.33521,,,0
259,-6.4247,9.5311,0.022844,,1
260,0.4339,,2.033,,0
261,,-2.1252,,0.45171,1
262,-2.2623,,0.28846,,0
263,,-2.2038,,,1
264,-2.7028,,,-0.091393,1
265,-4.7331,-6.1789,,-1.0741,1
266,,,-2.953,-5.8638,0
267,,,,-0.17156,0
268,-1.6706,-2.09,,,1
269,-2.2617,,,,1
270,-2.4458,1.6285,,,1
271,1.0191,2.33,,,0
272,,,,-4.8668,1
273,,0.36625,2.1992,0.48403,0
274,,,,1.3258,1
275,,1.9368,-2.4697,-0.80518,1
276,,,1.4015,1.1952,0
277,0.518,,-0.84085,,1
278,-1.6029,-0.38903,1.62,,1
279,,,,0.045675,1
280,-2.0441,,0.18564,,1
281,,,0.044265,,1
282,,0.81322,1.6277,,0
283,1.0652,,-1.4004,-1.6509,0
284,3.9292,,2.2129,,0
285,-1.6637,,,,1
286,-1.2424,,,,1
287,3.946,6.8514,,-0.5582,0
288,,,,0.94955,0
289,-0.96511,9.4111,1.7305,,0
290,,3.2074,-0.15966,-0.26208,0
291,1.9429,,0.092248,0.58102,0
292,-1.3907,,,,1
293,,3.5985,1.9387,-0.43406,0
294,0.11592,,,,1
295,,4.0309,-4.6435,-3.9125,1
296,,,,-2.6711,1
297,,,4.3439,1.3517,0
298,-1.5322,-5.0966,,,1
299,-1.2576,,,,0
300,,,,,1
301,2.5367,2.599,,0.20085,0
302,-1.9551,,,-0.12889,1
303,,-0.68287,,1.1965,1
304,5.2032,,,,0
305,-2.4554,-9.0407,8.862,,1
306,1.5631,0.89599,,,1
307,,,3.4391,,0
308,,-0.30005,,,1
309,1.9157,6.0816,,-2.0116,0
310,-3.0201,-0.67253,,0.85774,1
311,-1.7549,,,-0.3707,1
312,2.0051,,8.132,,0
313,,-3.2633,,,0
314,-2.341,12.3784,0.70403,,0
315,,,1.1273,,1
316,,,,0.80731,0
317,-2.7611,,,,1
318,,,-1.6326,-1.7375,0
319,,2.5017,,0.903,0
320,1.5673,7.9274,-0.056842,-2.1694,0
321,1.0552,1.1857,,,1
322,3.8384,6.1851,-2.0439,,0
323,-3.6012,,,-0.48967,1
324,2.6718,,0.72974,,0
325,-1.5851,-2.1562,1.7082,0.9017,1
326,-2.4824,-7.3046,,,1
327,,,0.045979,,1
328,,3.2715,-1.7671,,1
329,,3.7412,-4.5415,-4.2526,1
330,-3.7181,,,,1
331,-1.4174,-2.2535,,0.61981,1
332,5.8862,5.8747,,-0.30087,0
333,,,,,1
334,-1.9458,11.2217,1.9079,,0
335,1.3049,-0.15521,,,0
336,-0.11783,-1.5789,,,0
337,3.4312,6.2637,,-0.36165,0
338,0.93584,8.8855,,-1.6599,0
339,,2.6963,,,1
340,,,7.1903,,0
341,-0.38214,8.3909,,-3.7405,0
342,-2.0631,,1.219,0.44524,1
343,,,,-0.48579,1
344,-0.0068919,,,,0
345,-1.4454,-8.4385,8.8483,,1
346,,9.0821,,,0
347,-3.5713,-12.4922,14.8881,-0.47027,1
348,-1.3389,,7.0806,,0
349,0.61652,,-4.7275,-4.3948,1
350,-0.36279,8.2895,-1.9213,-3.3332,0
351,3.5288,0.71596,,,0
352,,-9.0883,,-0.10432,1
353,,-1.7837,2.135,1.2418,1
354,0.39012,-0.14279,-0.031994,0.35084,1
355,4.9342,2.4107,-0.17594,,0
356,,0.42212,,-0.064238,1
357,,,,-3.0332,0
358,1.8314,,-0.036278,0.049554,0
359,,11.112,-4.2039,,0
360,,6.69,-1.2042,,0
361,-2.0659,,-0.46298,-1.0974,1
362,,-5.1008,4.5367,,1
363,,2.9673,,1.4551,0
364,,,,0.753,0
365,-2.4941,,-1.3721,,1
366,2.0466,,,-0.083634,0
367,,-0.0248,,-0.5621,0
368,-2.4953,,1.9353,,0
369,-5.0477,-5.8023,,,1
370,,,,,0
371,-0.40951,,,-0.088807,1
372,,9.109,,-1.7129,0
373,-1.0116,-0.19038,,,1
374,,-0.25246,5.1707,1.0763,0
375,3.8846,,2.5334,0.20214,0
376,2.108,6.7955,-0.1708,0.4905,0
377,-3.8858,,12.7957,-3.1353,1
378,3.9922,-4.4676,,,0
379,-1.1497,1.2954,7.701,,0
380,,1.8479,,,0
381,,-10.1498,,,1
382,,2.7356,,-0.1832,0
383,,-6.5865,,-0.021566,1
384,,,-2.5228,,0
385,1.3419,-4.4221,8.09,,0
386,-0.39816,,,,0
387,,,1.949,1.353,1
388,,3.8964,,0.86291,0
389,-0.27068,,,,1
390,-1.4377,,2.1144,,1
391,,2.7935,,,1
392,-3.5681,-8.213,10.083,0.96765,1
393,,,-0.41929,-5.9181,1
394,,1.8541,-0.023425,1.2314,0
395,,9.0552,-2.4089,,0
396,1.4806,,,-1.0341,0
397,,,-1.6488,-2.4319,1
398,0.88872,,,,0
399,,1.3926,,,0
400,,,-0.24278,,1
401,,-9.0366,,-0.12243,1
402,,,-0.46641,,0
403,,,-0.094543,,0
404,,,,,0
405,,,,-1.0897,1
406,,,,-0.1651,0
407,2.9742,8.96,,,0
408,,,-4.7857,,0
409,,,,,0
410,,-0.73874,5.4672,-0.72371,0
411,,2.8825,-2.3086,-2.3724,1
412,2.8521,9.171,-3.6461,-1.2047,0
413,3.6667,4.302,0.55923,0.33791,0
414,-0.64326,2.4748,-2.9452,-1.0276,1
415,4.2475,1.4816,,,0
416,,1.0926,-0.35502,-0.59958,1
417,2.2123,-5.8395,7.7687,,0
418,,-5.3118,10.3846,,1
419,,-0.40145,,,1
420,,7.7598,-2.4491,-1.2216,0
421,,,,,0
422,,1.9596,,,1
423,3.1219,,,-0.37458,0
424,,,,,0
425,0.83625,1.1071,-2.4706,-0.062945,1
426,3.4647,,3.9746,0.36119,0
427,-2.565,,6.0122,,1
428,,,,-2.7202,1
429,,,,,0
430,,-3.9482,,,0
431,0.0031201,,,0.91722,1
432,0.64376,,-4.4738,-4.0483,1
433,,,-2.2384,0.43878,0
434,,,,,0
435,-3.2692,,15.5573,,1
436,,,10.939,,1
437,3.4776,8.811,-3.1886,,0
438,3.3577,,6.0241,,0
439,3.5127,,,0.40774,0
440,-3.7503,,17.5932,,1
441,0.96574,,-1.361,,0
442,,,,-3.2724,0
443,-2.1234,,-0.55552,-0.81165,1
444,,,,2.0564,0
445,,0.18416,,1.5806,1
446,-3.5916,-6.2285,,,1
447,-3.5985,,,,1
448,0.32444,10.067,,,0
449,-4.4775,-13.0303,,-3.0345,1
450,3.5156,10.1891,-4.2759,,0
451,,-3.226,,1.1836,1
452,,,,-1.2371,0
453,-1.4904,-2.2183,1.6054,,1
454,,-6.0816,,,1
455,,,2.53,2.4495,0
456,,1.4381,,,1
457,-3.0731,,,0.77627,1
458,,,1.2815,,1
459,,3.733,,,0
460,-3.1875,,,-0.57889,1
461,-3.3125,0.10139,0.55323,,1
462,3.4642,,-3.4071,,0
463,,,4.026,0.55127,1
464,,,,-0.15475,0
465,4.8851,1.5995,-0.00029081,,0
466,3.2422,6.2265,0.12224,,0
467,,,,1.2198,1
468,-0.89809,-4.4862,,,1
469,,10.3671,-4.413,-4.0211,0
470,-5.2943,,,,1
471,5.262,3.9834,,,0
472,,,1.321,-0.20906,1
473,-0.78689,9.5663,,,0
474,4.1529,-3.9358,,-0.017686,0
475,3.9294,,1.8076,0.89782,0
476,,3.6026,,-2.8948,1
477,,,-0.67891,,1
478,-1.5621,-2.2121,,0.27972,1
479,-4.211,,14.9704,,1
480,,,,0.066365,1
481,,,,1.4926,0
482,,6.7976,-0.40301,,0
483,,,,-4.2228,0
484,,,0.83598,,0
485,-1.6514,-8.4985,,,1
486,0.76163,5.8209,1.1959,,0
487,,7.8653,-2.3515,,0
488,-3.2778,1.8023,0.1805,-2.3931,1
489,,3.4226,-3.9692,-1.7116,1
490,5.7403,,0.38015,,0
491,-4.1409,3.4619,,-3.8879,1
492,,,-5.2133,,1
493,-0.062025,6.1975,,-1.131,0
494,-1.8554,-9.6035,,-0.97716,1
495,-2.3299,,,,1
496,-1.8076,,8.7086,,1
497,-0.49241,0.89392,,,1
498,,2.4955,,0.36119,0
499,,-4.002,1.8471,,1
500,,,,,1
501,,7.6274,1.2061,,0
502,4.0296,,0.80685,,0
503,,,-1.3884,,0
504,5.8782,5.9409,,-0.60863,0
505,,4.9166,,-5.3207,1
506,,,-2.2563,-2.4642,1
507,,,,0.88231,1
508,,-0.95602,2.7073,,1
509,,-7.1121,,,1
510,-3.8073,-8.0971,,0.65084,1
511,4.5597,,,1.6168,0
512,-3.8826,4.898,,,1
513,,0.46351,4.6472,,0
514,0.27331,,,-5.8198,1
515,,9.1772,-2.2718,-0.73535,0
516,,0.25244,0.7623,1.7758,1
517,0.6005,,-2.2126,,1
518,,5.1815,,-0.42113,0
519,,,,-0.57242,0
520,,7.886,-1.6643,,0
521,2.9695,5.6222,0.27561,-1.1556,0
522,,,5.7491,,1
523,,,-4.3239,,0
524,,-0.22763,,1.2069,1
525,-1.6001,,,,1
526,-1.8411,10.8306,2.769,,0
527,-2.7769,,,,1
528,2.5089,,,0.44912,0
529,0.66191,,-0.28819,,0
530,-2.6989,12.1984,,-8.5482,0
531,,,-0.38587,-0.059065,1
532,,,12.1291,-1.6017,1
533,-0.3489,,,,1
534,,2.8908,0.59693,0.79825,0
535,3.6216,8.6661,,-0.44699,0
536,,,1.2421,-0.5621,0
537,-1.9555,0.20692,,,1
538,,,-3.5348,-1.2151,0
539,,,,-0.92544,0
540,-0.70867,-5.5602,,,1
541,,9.5414,-4.2536,-4.003,0
542,,-4.4697,,-1.8073,0
543,2.3136,10.6651,-3.5288,-4.7672,0
544,2.1059,7.6046,-0.47755,-1.8461,0
545,-2.0759,,2.6439,,0
546,,,-1.1622,0.28231,0
547,,,0.67833,-7.5887,1
548,-2.0891,,1.704,1.7435,1
549,,3.6067,,-1.5966,1
550,0.96788,,1.2798,,0
551,0.3292,-4.4552,4.5718,,0
552,,,2.2806,,0
553,-1.8219,,5.4681,,1
554,3.4359,0.66216,2.1041,,0
555,6.5633,,-4.4113,,0
556,,,,,0
557,0.051979,7.0521,,-3.1508,0
558,-2.3898,-0.78427,3.0141,,1
559,,,,,0
560,-4.9447,3.3005,1.063,,1
561,-3.3604,-0.32696,,,1
562,2.5817,,-3.1749,,0
563,,,-3.9606,-3.1625,0
564,,,-4.976,,1
565,,8.0081,,-1.7608,0
566,,1.1319,,0.96118,0
567,5.1302,,,-1.5086,0
568,,,0.055404,,0
569,,11.1741,,,0
570,,,0.64577,0.89394,0
571,-1.6641,,1.997,0.52283,1
572,,7.1018,,,0
573,-2.0529,3.8385,,-1.2138,1
574,,0.45523,,,1
575,,0.57318,,,1
576,0.26517,,-2.8416,,1
577,,,1.3818,,1
578,-3.551,1.8955,0.1865,-2.4409,1
579,3.577,2.4004,,0.73231,0
580,-0.71868,-5.7154,3.8298,,1
581,,2.9301,-3.5467,-2.6737,1
582,,7.259,0.070827,,1
583,,7.2052,,,0
584,,,,-0.73018,1
585,,,-1.6814,,0
586,,0.22347,-0.47327,0.97024,1
587,1.5268,-5.5871,,,0
588,3.5257,,,,0
589,2.7961,,,,0
590,,11.9459,,-4.8978,0
591,,,5.5777,-0.63578,0
592,0.19081,,-3.725,-5.8224,0
593,-2.0336,,,0.36507,1
594,5.1321,-0.031048,,,0
595,-3.3458,-0.50491,,,1
596,-0.7351,1.7361,,,1
597,,7.528,-0.41929,-2.6478,0
598,0.066129,,,-0.62156,1
599,0.74067,1.7299,-3.1963,,1
600,,,0.69718,-0.55691,0
601,,3.5012,,-1.7841,1
602,-0.77461,,,,1
603,,-4.5938,,,0
604,,,,0.081882,0
605,0.37637,,,0.74524,1
606,0.20977,-0.46146,,0.90946,0
607,,3.1929,-2.1055,,0
608,3.866,-2.6383,1.9242,,0
609,,,2.4648,,0
610,,,-0.18537,-0.30087,0
611,2.4391,,-0.80743,,0
612,2.4235,9.5332,,-2.7746,0
613,,,0.91995,-0.6694,0
614,-1.7104,,6.2109,,1
615,-2.8391,-6.63,,-0.42113,1
616,,,,-0.91639,0
617,,,6.0096,,0
618,-3.6227,,-0.35845,,1
619,,-6.81,8.4636,-0.60216,0
620,,,,,1
621,,,,0.6961,0
622,,,6.5991,0.57455,0
623,3.5458,9.3718,,-3.9564,0
624,1.0987,0.6394,,,0
625,,-6.332,6.0987,0.14266,1
626,,,,1.2379,0
627,-0.89569,3.0025,,,1
628,,-2.9177,2.2232,0.22283,0
629,,,-0.26334,1.5534,0
630,,,,,0
631,0.39559,6.8866,1.0588,-0.67587,0
632,4.0102,10.6568,,-5.0646,0
633,-3.1128,,,,1
634,3.7022,6.9942,,-0.12889,0
635,,,0.9885,-0.87371,0
636,,,,,0
637,,-4.8152,6.3549,,0
638,-0.1269,,,,1
639,,10.9258,-3.8929,,0
640,1.3114,,2.2935,,0
641,0.11686,3.735,,-4.3741,1
642,-5.525,6.3258,0.89768,-6.6241,1
643,-2.9138,,,,1
644,1.518,,,-0.026738,0
645,3.4246,-0.14693,,0.29136,0
646,-1.5572,-9.8808,,,1
647,,-2.0403,,-0.061652,0
648,0.7376,,-4.7986,-5.6659,1
649,-3.5359,,0.6569,-0.2957,1
650,,,,-1.7155,0
651,3.9529,-2.3548,2.3792,,0
652,0.56953,,1.5754,-3.2233,0
653,0.25035,9.3262,,-6.2543,0
654,,,11.9552,-2.1603,1
655,-3.8894,-7.8322,9.8208,,1
656,-3.7244,,,,1
657,-1.5951,,4.7689,,1
658,,-2.6528,,0.94437,0
659,,,6.2332,-0.30346,0
660,-2.5346,,3.3602,,1
661,0.3798,,,-0.4444,0
662,,,,,1
663,,2.6963,4.2908,0.54739,0
664,-2.1802,,-1.2256,,1
665,3.3299,0.91254,1.5806,,0
666,,,-0.63435,0.86937,0
667,,1.852,,,1
668,,3.3129,-0.88369,-2.8974,1
669,,,0.10938,,1
670,-2.41,3.7433,,-1.2953,1
671,,,0.54723,0.51248,0
672,4.8451,8.1116,-2.9512,,0
673,,,-3.2794,,0
674,-5.8818,7.6584,0.5558,-2.9155,1
675,0.27451,9.2186,,,0
676,,1.0015,,,1
677,1.8967,,2.8093,-0.79742,0
678,,6.9859,,-0.35001,0
679,-1.0744,,,,1
680,-1.4427,3.2922,,-3.4392,1
681,,-0.097265,0.61663,0.061192,1
682,,2.9942,,0.30688,0
683,,,,-3.2737,0
684,1.7331,3.9544,-4.7412,-2.5017,1
685,4.2458,1.1981,0.66633,0.94696,0
686,,,,-0.46768,1
687,-2.2804,-0.30626,,1.3763,1
688,2.229,9.6325,,,0
689,,,1.3647,0.16464,1
690,,-6.4479,6.0344,-0.20777,1
691,2.8084,,,,0
692,,,,0.67412,0
693,0.0071249,8.3661,,-3.8155,0
694,4.2027,,0.96108,,0
695,,9.1938,,,0
696,-4.7462,,1.075,-1.2966,1
697,1.1644,,,-4.0909,1
698,1.8114,7.6067,-0.9788,-2.4668,0
699,-5.0301,,,-7.5034,1
700,,3.2322,,,1
701,-0.87834,,,,1
702,-2.6685,,,,1
703,-5.119,6.6486,,,1
704,,,2.7587,0.31981,0
705,3.9994,,1.1693,,0
706,,,3.8255,,0
707,-0.98193,,,-1.5668,1
708,-1.6162,,8.1628,,0
709,,,-4.0771,-2.0711,1
710,1.6988,,2.9044,,0
711,-4.8554,,10.9818,,1
712,5.591,,-4.3839,-4.3379,0
713,1.4479,,,,0
714,,,2.7039,,1
715,1.2706,,,,0
716,,3.166,-1.0002,-2.7151,1
717,,3.3088,,,1
718,-0.78289,,,-7.0495,0
719,-0.092194,,-0.32846,,1
720,-0.65767,,3.7115,0.99739,1
721,,8.4551,,,0
722,,,10.969,,1
723,-0.45062,,,-0.40303,0
724,3.3848,3.2674,,,0
725,-2.9915,-6.6258,8.6521,,1
726,-4.5531,,15.4417,,1
727,-3.6085,,,,1
728,,,2.4408,,0
729,5.4944,,,,0
730,,,,-0.99785,1
731,-1.8584,7.886,,-1.8384,0
732,-0.47465,,,0.7517,1
733,-4.6338,,,,1
734,-1.1005,,6.0139,,1
735,,,,,0
736,-2.5526,-7.3625,6.9255,,1
737,,,,,0
738,,,,,1
739,,7.9129,,-2.1953,0
740,-2.2261,12.5398,,,0
741,,2.4542,,,0
742,-1.803,,,,0
743,0.33111,4.5731,,-0.18967,0
744,2.0193,0.82356,,,0
745,,6.1664,-2.5905,-0.36553,0
746,,,-2.953,,0
747,-2.4349,-9.2497,8.9922,-0.50001,1
748,,9.7939,,-4.4582,0
749,,10.8803,1.931,-4.3237,0
750,-3.8953,,,-2.1836,1
751,,,4.5864,-0.3151,0
752,,4.1199,,-4.1414,1
753,-0.7869,,-3.7867,-7.5034,0
754,,,,,0
755,,0.40143,1.4563,,0
756,-0.10648,,7.7575,0.64179,0
757,,-5.554,,1.547,1
758,,,,0.59524,1
759,-2.588,,-0.3336,,1
760,-1.7886,,5.6154,,1
761,,6.8121,,,0
762,,2.868,,-2.2612,1
763,4.0127,,,-4.0728,0
764,1.6406,,,-0.36424,0
765,,,10.5405,,1
766,,9.0862,-1.2281,-1.4996,0
767,3.4916,,-3.0326,,0
768,,3.5136,,-0.40691,0
769,,,0.89082,1.1823,0
770,5.0617,,,,0
771,,-1.0553,,,1
772,,2.6735,,-2.0323,1
773,,7.4556,-1.3284,-3.3021,0
774,,,,-1.6728,0
775,,6.7086,,,0
776,,-4.5752,5.947,,0
777,3.9102,6.065,-2.4534,,0
778,3.8905,,,,0
779,-1.2792,,-0.47584,-1.3974,1
780,-6.651,6.7934,0.68604,-7.5887,1
781,,-12.1736,,-0.61639,1
782,,,,,0
783,,,0.044265,,1
784,,,,-4.9159,0
785,,6.6424,,-1.0573,0
786,-0.39416,-0.020702,-0.066267,-0.44699,1
787,,,-1.983,,0
788,1.7748,-0.76978,,1.3039,0
789,-2.2811,,,,1
790,-1.0941,,-2.5237,,1
791,,,,,1
792,-2.8833,,,,1
793,3.8197,8.9951,-4.383,,0
794,,2.9487,,0.7155,0
795,,1.4174,,,1
796,-1.4628,-1.5706,2.4357,,1
797,2.7391,,,-2.5302,0
798,-2.3629,-0.10554,1.9336,1.1358,1
799,,,3.8024,,0
800,,,4.0243,,0
801,3.8969,7.4163,,,0
802,,,8.9717,,1
803,,-0.16555,0.45383,0.51248,0
804,2.0843,,0.48382,-2.2134,0
805,0.74841,7.2756,,-0.5388,0
806,4.1757,10.2615,,-4.3056,0
807,2.5227,,,0.79438,0
808,3.7767,9.7794,,-3.5323,0
809,,0.9829,0.68861,0.63403,0
810,,-0.10554,1.2798,1.0414,1
811,-0.82053,0.65181,-0.48869,,1
812,2.8523,9.0096,,-3.3371,0
813,,,,,1
814,,1.1815,-0.53324,,1
815,,-4.4552,,,0
816,,,-0.96252,,0
817,-0.77848,3.4019,,-3.5569,1
818,,-4.449,3.5427,0.15429,0
819,-6.0598,,-0.43642,,1
820,,0.46972,1.6671,0.91593,0
821,0.17346,7.8695,0.26876,-3.7883,0
822,0.88444,,,-0.44182,0
823,-5.873,,,-6.0422,1
824,2.5605,,-3.5913,-1.356,0
825,,2.4811,-2.8673,,1
826,-4.5046,-5.8126,10.8867,-0.52846,1
