,variance,skewness,curtosis,entropy,class
148,-0.12195999999999999,,0.9456600000000001,-4.2267,0
149,,,2.8684,,0
150,,,,0.903,1
151,,,,,1
152,,,,-0.5969899999999999,0
153,3.4776,8.811,,-0.92285,0
154,-1.8584,7.886,-1.6643,,0
155,,8.3847,,-1.9677,0
156,-2.0545,,,,1
157,-0.9607,,-3.1226,-1.3121,1
158,,3.8426,-4.9314,-4.1323,1
159,,5.8312,-2.4097,,0
160,1.2138,,,,0
161,,-0.031048000000000003,,,0
162,-0.36372,,,-2.7836,1
163,,5.5395,,-0.40431999999999996,0
164,5.2418,10.5388,,-4.2797,0
165,1.8799,2.4707,,,0
166,,,0.48382,-2.2134,0
167,-0.71868,-5.7154,3.8298,,1
168,,3.2405,-3.0669,,1
169,2.0153,,,-0.3151,0
170,-4.8392,6.6755,,-6.5775,1
171,,4.8773,-4.9194,,1
172,,,-2.9512,-0.66165,1
173,,-13.2889,17.3087,,1
174,,,,-1.2009,0
175,-0.5081600000000001,2.8680000000000003,,-2.2612,1
176,,6.2761,-1.5495,-2.4746,0
177,,9.7484,,-1.6134,0
178,0.50813,,-1.9804,0.57714,1
179,,-4.5152,,,1
180,,,,-0.45863000000000004,1
181,0.26516999999999996,,-2.8416,,1
182,-3.2305,-7.2135,11.6433,-0.9461299999999999,1
183,,3.4826,,,1
184,,,,-0.028031,0
185,,-4.9518,,,0
186,-3.0986,-10.4602,8.9717,,1
187,-4.1244,3.7909,,,1
188,,,,-1.2642,1
189,2.3136,,,,0
190,,,4.5718,-0.9888,0
191,4.1373,,,1.8276,0
192,,,3.6558,,0
193,4.223,1.1319,0.72202,0.9611799999999999,0
194,,11.2196,-3.6136,,0
195,,,,,0
196,,,0.85141,,0
197,,,,,1
198,4.2134,-2.806,,,0
199,3.7731,,-1.6814,,0
200,,-0.57113,,,0
201,,-6.8969,5.5992,-0.47156000000000003,1
202,0.25035,9.3262,-3.6873,,0
203,,,-3.6461,,1
204,-0.006891899999999999,,,,0
205,-1.1391,1.8127,,0.70127,0
206,-0.9592299999999999,,6.2204,,0
207,,5.7526,-0.18537,,0
208,,,-2.1492,,0
209,3.4669,6.87,,-0.73147,0
210,1.4501,,,,1
211,,,-3.0121,0.003003,1
212,,,,,0
213,0.14329,-1.0885,,,1
214,,,,,1
215,-3.8552,,,-3.8608,1
216,4.65,,3.4553,-0.25174,0
217,2.7213,,,,0
218,,,,,1
219,,,,,0
220,-1.0833,-0.31246999999999997,,,1
221,,,,-1.5759,0
222,-2.4198,-0.24418,0.7014600000000001,0.41808999999999996,1
223,-1.3066,0.25244,,,1
224,,3.6668,,,1
225,,0.13863,,,0
226,-1.0555,0.79459,-1.6968,,1
227,,,,-0.86725,1
228,-2.3518,,6.6479,,1
229,-0.60975,-4.002,1.8471,,1
230,,7.6274,1.2061,-3.6241,0
231,,,-3.6684,,1
232,-1.8411,,2.7689999999999997,-3.0901,0
233,-1.5768,10.843,2.5462,,0
234,,7.8653,,,0
235,,,2.883,0.019813,0
236,-1.3946,,-0.44498999999999994,,1
237,4.6352,,,1.212,0
238,,,-4.4113,,0
239,,1.0657,,0.94955,0
240,0.49665,,,,0
241,,,,,1
242,-1.4233,-0.9891200000000001,2.3586,,1
243,-3.5916,-6.2285,10.2389,-1.1543,1
244,,0.33521,2.2566,,0
245,2.5089,6.841,,0.44911999999999996,0
246,0.045304000000000004,6.7334,,-0.9332,0
247,,,0.79571,-1.1039,1
248,0.59823,,-3.9795,,1
249,0.24835,7.6439,0.9885,,0
250,,,2.9044,0.11033,0
251,4.1757,,-3.8552,,0
252,-1.9116,-6.1603,,0.48533000000000004,1
253,,4.0537,-0.45698999999999995,,1
254,0.5734,,-0.9094,-1.8719999999999999,0
255,,,,-2.9957,0
256,,0.6621600000000001,,-0.28406,0
257,,1.9037,-0.035421,,1
258,3.3299,,1.5806,0.39352,0
259,,3.3791,-1.2256,-2.6621,1
260,,,,-1.3884,0
261,0.60731,,-4.772,,1
262,4.0713,10.4023,-4.1722,-4.7582,0
263,,-5.8395,,0.68705,1
264,-2.9019999999999997,-7.6563,11.8318,,1
265,1.8533,6.1458,,,0
266,5.2012,0.32694,0.17965,,0
267,,,-3.3,-4.2888,0
268,-2.8829,,,,1
269,5.8519,,,,0
270,-1.2943,,-0.84085,,1
271,-3.4083,,-0.76888,,1
272,3.6922,-3.9585,4.3439,,0
273,-1.0802,2.1996,,-1.2759,1
274,,10.8513,,-3.9784,0
275,4.3684,,,-3.1625,0
276,,-6.7686,,,1
277,-2.2153,11.9625,0.078538,-7.7853,0
278,0.74521,3.6357,-4.4044,,1
279,,4.9228,,,0
280,,,,,0
281,-1.6514,-8.4985,,1.2379,1
282,2.6682,,,-4.0069,0
283,-0.86339,,,,1
284,,,-0.6489199999999999,-5.4719,1
285,4.2458,,,,0
286,,7.9295,0.61663,,1
287,,,1.8513,,0
288,,,-4.9023,-2.6621,1
289,0.32924000000000003,,,-0.9888,0
290,-2.2811,,2.7185,,1
291,0.76163,5.8209,,-0.64613,0
292,,,,-5.5909,1
293,,7.617000000000001,,-0.9616399999999999,0
294,-6.7526,8.8172,-0.061983,-3.725,1
295,3.7935,,-2.5477,-1.8719999999999999,0
296,,,-3.7301,,0
297,,,,0.8073100000000001,0
298,,1.5892,,0.42455,0
299,-0.27068000000000003,,-3.5562,-3.0888,1
300,-2.0285,,,,1
301,,-7.2404,11.4419,,1
302,1.8993,,,-3.1108,0
303,,-0.73874,5.4672,,0
304,,9.0489,,-2.0789,0
305,5.4021,,,1.5651,0
306,,,,,0
307,,3.6874,,-3.8918,1
308,2.8297,6.3485,-0.73546,,0
309,0.30080999999999997,0.17381,,,1
310,,6.7976,,,0
311,,10.8409,,,0
312,4.3483,,,,0
313,,9.6014,-0.25392,,1
314,,1.7361,,-1.1582,1
315,,,,,0
316,-1.3389,1.5519999999999998,7.0806,1.031,0
317,0.5706,,1.2421,-0.5621,0
318,,,10.9818,-0.82199,1
319,,2.2369,,0.79438,0
320,,5.6160000000000005,2.2138,-0.12500999999999998,0
321,,,,-2.4565,0
322,,,-3.4405,,1
323,,,,,1
324,,,-3.9486,,0
325,,,,-6.3862,1
326,0.5706,,1.2421,,0
327,-1.1804,,0.15565,-6.8194,0
328,,-6.3486,5.6154,,1
329,,,,-0.15087,0
330,4.5597,,,1.6168,0
331,,,-0.88369,-2.8974,1
332,,,1.949,,1
333,-4.2859,8.5234,3.1392,,0
334,,,,-3.1457,1
335,3.9121,,,,0
336,,9.2207,-3.7044,,0
337,,3.2136,4.3465,0.78662,0
338,-3.38,-0.7077,2.5325,0.71808,1
339,,,1.2798,,1
340,2.8521,,-3.6461,-1.2047,0
341,4.1195,,-3.8929,-4.1802,0
342,,-7.1163,5.7902,,1
343,,3.2219,-3.4302,,1
344,-0.61442,,-0.31818,0.5021399999999999,1
345,3.2303,,-3.5348,,0
346,-0.66008,,3.8058,1.1836,1
347,,3.5488,1.3964,-0.36424,0
348,1.1472,,1.9387,-0.43406000000000006,0
349,,-0.68494,1.9833,-0.44828999999999997,1
350,-0.63298,,,1.4797,1
351,,,-0.35502,,1
352,-1.5621,,4.2591,0.27971999999999997,1
353,0.32444,10.067,-1.1982,-4.1284,0
354,-2.2804,-0.30626,,,1
355,,-4.8773,,,1
356,0.38251,6.8121,,-0.61251,0
357,,2.8183,,,1
358,,,-1.5435,-4.1633,0
359,,,0.72545,,0
360,,0.70768,2.29,,0
361,,-12.8792,13.0597,,1
362,,-2.0776,2.8093,,1
363,-2.9138,-9.4711,9.7668,,1
364,,3.0646,,,0
365,,,-1.8219,-2.9452,1
366,3.0009,,,,0
367,,-0.64976,7.6659,0.72326,0
368,5.7823,,,-0.056478999999999994,0
369,,,,,1
370,-2.3409999999999997,12.3784,,-7.5836,0
371,1.2309,,-4.8277,,1
372,3.3669,-5.1856,,-1.1427,0
373,-0.12624000000000002,,-3.7121,,0
374,3.2422,,,-1.4466,0
375,1.7619999999999998,,2.1384,0.75429,0
376,,,-4.1594,,1
377,,,-2.2469,,1
378,5.7353,5.2808,,,0
379,4.3398,-5.3036,3.8803,,0
380,-4.3667,,,-5.4668,1
381,-0.39816,5.9781,,-1.1621,0
382,4.0552,,,1.0323,0
383,-3.5060000000000002,,,,1
384,,8.3847,,-0.90345,0
385,,-1.432,2.1144,0.42067,1
386,,1.8023,,,1
387,-2.6479,,-1.331,,0
388,-2.5419,,2.6842,,1
389,4.6160000000000005,10.1788,,-4.4245,0
390,,,,,0
391,3.866,-2.6383,,,0
392,,8.4551,-1.672,,0
393,-2.3797,-1.4402,,0.16076,1
394,-3.7573,,10.3032,,1
395,3.245,6.63,,,0
396,5.3915,,,-3.3642,0
397,,,,1.2198,1
398,1.3754,8.8793,,-0.53751,0
399,,,,,0
400,,,,-3.3241,0
401,,12.5026,,,0
402,-1.8187,-9.0366,9.0162,-0.12243,1
403,,,1.093,,0
404,-3.9297,,10.0958,,1
405,0.7712399999999999,,,,0
406,,,1.9353,-3.4638,0
407,,-4.5752,5.947,,0
408,2.549,,-1.1605,-1.2371,0
409,,6.7769,,,0
410,,0.039307,,,1
411,,-3.2633,,-0.9849,0
412,,,,0.52283,1
413,,,,-1.2384,0
414,,6.8141,,-0.17156,0
415,-0.56877,,,,1
416,4.9294,,,,0
417,,9.7008,-3.7541,,0
418,-0.278,,,-2.5276,0
419,-0.36279,,,,0
420,2.5559,,,0.26809,0
421,,,6.0344,-0.20776999999999998,1
422,,1.254,0.27218000000000003,,1
423,,,,,1
424,-2.7769,-5.6967,,,1
425,,,-0.9513799999999999,,1
426,-3.3203,-0.026910000000000003,2.9618,,1
427,-1.786,-8.1157,7.0858,,1
428,,-0.033118,,,0
429,-1.0116,-0.19038,,0.003003,1
430,,9.0821,-3.3111,-0.96811,0
431,,-2.7004,2.4957,0.36635999999999996,0
432,5.0617,-0.35799000000000003,,0.9986799999999999,0
433,,-6.6362,10.5405,,1
434,,,,,0
435,,,0.97565,0.045675,1
436,-4.8861,,,,1
437,-1.9458,11.2217,,-3.4405,0
438,,,1.4461,-3.9306,0
439,,2.7811,,0.34179,0
440,1.9572,-5.1153,,-1.4297,0
441,,7.7846,,-2.6608,0
442,,3.5178,0.7623,,0
443,,,2.4408,-5.2689,0
444,-2.3277,,,,1
445,,2.3072,-2.5237,-1.4453,1
446,,,,,1
447,,,,0.19567,1
448,0.0096613,3.5612,-4.407,,1
449,4.988,7.2052,-3.2846,,0
450,,,-3.0789,-2.7746,0
451,,,,,0
452,-0.37013,-5.553999999999999,4.7749,,1
453,,,,0.25128,0
454,5.438,9.4669,,-3.9202,0
455,1.8592,3.2074,,,0
456,,-6.4748,,,0
457,,2.7521,-0.7226100000000001,-2.353,1
458,-0.26654,-0.64562,-0.42013999999999996,,1
459,4.6464,,,-4.206,0
460,4.0962,10.1891,-3.9323,,0
461,,,-2.9024,-1.0379,0
462,,-1.8768,,1.1319,1
463,1.6019999999999999,6.1251,,0.47886000000000006,0
464,1.5701,7.9129,0.29018,,0
465,,,-2.0824,-1.1698,0
466,,,,,1
467,1.1518,,,-0.43536,0
468,,,,-1.4944,0
469,2.093,8.3061,0.022844,-3.2724,0
470,2.1948,1.3781,,,0
471,,2.1086,0.1368,,0
472,,,,0.6534300000000001,0
473,,9.5083,-3.1783,-3.0086,0
474,1.5099,,6.2332,,0
475,4.6765,,,,0
476,,3.9544,-4.7412,,1
477,,9.2683,,-1.3559999999999999,0
478,,-0.097265,0.61663,,1
479,2.8237,2.8597,,0.57196,0
480,0.8960600000000001,,-1.4175,,0
481,4.0026,,3.5573,,0
482,,,,,1
483,,-6.4624,8.4773,0.31981,1
484,1.9358,,,,0
485,-3.2854,,-0.45356,-1.8228,1
486,3.1557,2.8908,0.5969300000000001,0.79825,0
487,3.8999,1.734,,,0
488,,,9.1139,,1
489,4.2478,7.6956,,-1.0767,0
490,5.3063,,,,0
491,,,,-3.4004,1
492,-0.048007999999999995,,,0.75558,0
493,-2.2083,-9.1069,8.9991,-0.28406,1
494,-1.8046,-6.8141,,,1
495,3.8481,10.1539,,,0
496,,,,,0
497,0.9829600000000001,,,,1
498,1.0552,1.1857,-2.6411,,1
499,0.3223,-0.8980799999999999,8.0883,0.69222,0
500,,-4.1634,3.5008,-0.078462,0
501,5.7456,,,-4.3366,0
502,0.61652,,-4.7275,,1
503,,,,,1
504,1.8994,0.97462,,,0
505,-0.10647999999999999,,,0.64179,0
506,1.162,10.2926,,-4.0392,0
507,,,-2.0439,-0.033204000000000004,0
508,,,9.2416,,1
509,-6.5084,,,,1
510,,,,,0
511,,,,-5.8638,0
512,3.1219,-3.137,,-0.37458,0
513,3.5829,1.4423,,1.4008,0
514,0.80355,2.8473,4.3439,,0
515,,3.0129,0.72888,0.56421,0
516,,,-5.1508,-6.3913,1
517,0.15423,0.11794,-1.6823,0.59524,1
518,0.77805,6.6424,-1.1425,-1.0573,0
519,-3.6961,-13.6779,,-2.6181,1
520,-0.78289,,,-7.0495,0
521,,-0.024841,1.2421,,0
522,,,,,0
523,,9.0386,,-1.2991,0
524,2.0922,-6.81,,-0.60216,0
525,,0.48213,4.7449,1.225,0
526,,-0.60424,,1.3776,1
527,0.9270299999999999,,-0.66263,,0
528,-3.0193,1.7775,,,1
529,,-6.3444,,,1
530,,12.6247,,-7.6612,0
531,-4.2333,,-0.49212,-5.3207,1
532,-1.7263,-6.0237,,,1
533,-0.53072,-0.097265,-0.21793,,1
534,,,,0.40128,0
535,,,12.555,-1.5099,1
536,4.2772,2.4955,0.48553999999999997,0.36119,0
537,,-0.045533,,,1
538,0.3798,,,,0
539,,,-0.67891,,1
540,,,,-1.7168,1
541,,,,-6.6176,1
542,,,,,1
543,0.6818,,-5.2133,,1
544,-3.7503,-13.4586,,,1
545,,,,-0.66165,1
546,,,,-3.3371,0
547,0.7589600000000001,0.29175999999999996,-1.6506,,1
548,,,-4.6067,,0
549,-2.5724,-0.9560200000000001,,,1
550,0.19080999999999998,9.1297,-3.725,-5.8224,0
551,3.8023,-3.8696,,,0
552,4.3937,0.35798,,1.2004,0
553,4.052,-0.16555,0.45383,,0
554,3.9529,-2.3548,,,0
555,3.3397,-4.6145,3.9823,-0.23751,0
556,,8.0081,,-1.3069,0
557,-2.6479,10.1374,-1.331,-5.4707,0
558,,-1.8624,,0.5512699999999999,1
559,,1.9368,,-0.80518,1
560,,,4.9068,0.15429,0
561,-1.8356,,,-0.5504399999999999,1
562,,0.46351000000000003,,,0
563,,,,1.9284,0
564,-3.5985,-13.6593,,-2.4927,1
565,,10.2243,,,0
566,2.2504,3.5757,0.35273000000000004,,0
567,1.296,,-4.8457,-2.9013,1
568,,1.525,-1.4089,-0.76121,1
569,0.39011999999999997,,,0.35084,1
570,1.5799,-4.7076,,-1.5487,0
571,-1.9983,-6.6072,4.8254,,1
572,,-6.841,,0.68058,1
573,-2.4458,1.6285,-0.88541,,1
574,1.3234,3.2964,0.2362,-0.11984000000000002,0
575,,,,-2.5909,0
576,3.9102,6.065,-2.4534,,0
577,,3.4329,,,1
578,,1.9017,,0.065071,1
579,3.5761,,-3.9795,,0
580,,,2.4648,1.1409,0
581,-0.9131799999999999,,,,1
582,,0.45523,,,1
583,,,,0.17498,1
584,4.8265,,1.6371,,0
585,,-4.4552,4.5718,,0
586,-3.5801,-12.9309,13.1779,-2.5677,1
587,,-1.7672,,-0.12372000000000001,1
588,0.95626,2.4728,,,0
589,2.3969,,,,0
590,4.0296,,,,0
591,,,,,1
592,,,,-1.4944,0
593,,-1.3781,2.3055,,1
594,0.5195,-3.2633,,,0
595,1.594,,,0.08188200000000001,0
596,-0.49281,3.0605,,,1
597,,0.22760999999999998,0.9610799999999999,,0
598,-3.1128,,,,1
599,-4.0173,-8.3123,,,1
600,,,,,1
601,,6.8017,,,1
602,-2.234,,7.4936,0.61334,1
603,0.50225,,,,1
604,-0.98193,,,-1.5668,1
605,,9.2186,-3.2863,,0
606,,,,1.4551,0
607,3.9364,,-3.725,,0
608,3.8197,,,,0
609,-1.48,,,,1
610,,9.8022,-3.8209,,0
611,,3.2715,-1.7671,-3.2608,1
612,3.534,9.3614,-3.6316,,0
613,,-3.1081,,0.5202399999999999,0
614,-2.8619,4.5193,-0.58123,,1
615,-6.3679,,,,1
616,-1.2792,,-0.47584,-1.3974,1
617,-2.588,,-0.3336,-1.2797,1
618,-0.023579,,,,0
619,3.0333,,2.3183,0.303,0
620,1.4896,3.4288,-4.0309,-1.4259,1
621,,,-0.35845,,1
622,,,8.0831,,0
623,-2.2987,,5.63,0.91722,1
624,-1.9423,,-1.2898,-0.82458,1
625,,,0.52667,-0.40173000000000003,1
626,,,7.3848,0.36507,0
627,0.7057,,,-2.8715,0
628,-2.4824,,,-0.59053,1
629,-1.9551,-6.9756,,,1
630,,3.8013,-4.9143,-3.7483,1
631,3.1541,-5.1711,6.5991,,0
632,4.0102,10.6568,-4.1388,,0
633,,-0.1759,,1.2922,0
634,,,7.7687,-0.8530200000000001,0
635,-1.8782,,4.8486,-0.021566,1
636,0.33111,4.5731,,-0.18967,0
637,-2.484,12.1611,2.8204,-3.7418,0
638,0.83625,1.1071,-2.4706,,1
639,,,4.7689,-0.9435399999999999,1
640,-3.1273,-7.1121,11.3897,-0.083634,1
641,,1.7734,6.7756,,0
642,1.9340000000000002,,4.816,,0
643,,,,-0.12889,0
644,,4.1986,,-3.9642,1
645,,,6.0139,,1
646,,2.33,,0.82929,0
647,,,,,1
648,-3.3553,,2.6473,,1
649,0.6005,,,,1
650,-0.81479,-5.7381,4.3919,,1
651,,,5.8039,0.88231,1
652,,,1.4281,,0
653,,0.94358,,1.234,0
654,4.0948,-2.9674,,,0
655,1.6032,-4.7863,,-2.1203,0
656,,,,,1
657,,,,,0
658,,0.68906,,1.2095,0
659,,,,-0.3332,1
660,-0.278,8.1881,-3.1338,,0
661,,,,-0.19355,0
662,-2.5899,-0.3911,,,1
663,,-0.16762,1.321,,1
664,-2.7264,3.9213,-0.49212,,1
665,,9.5663,-3.7867,,0
666,,6.8783,,,0
667,5.8782,5.9409,-2.8544,,0
668,,-8.6289,10.4403,0.9715299999999999,1
669,-1.8584,7.886,,,0
670,3.3756,-4.0951,4.367,1.0698,0
671,,-0.14693,,,0
672,0.11685999999999999,3.735,-4.4379,-4.3741,1
673,,,,-0.12889,1
674,,-6.4334,,-0.89828,0
675,-1.4446,2.1438,,-1.6677,1
676,-4.1409,,-0.47841000000000006,-3.8879,1
677,,,,-0.40173000000000003,0
678,-3.9698,,,-4.0133,1
679,3.4769,,2.53,,0
680,5.2620000000000005,,-1.5572,,0
681,,-3.0957,2.8093,0.24481,0
682,5.0452,,-1.4304,0.8629100000000001,0
683,,-4.3496,1.9901,,1
684,-2.5961,-9.349,,,1
685,3.2718,,,,0
686,-0.77288,-7.4473,6.492000000000001,,1
687,,1.5706,0.045979,,1
688,-3.9594,4.0289,-0.35845,,1
689,-1.6936,,-2.1835,,1
690,-1.1193,,,,0
691,,10.0215,-4.2699,,0
692,3.9899,-2.7066,2.3946,0.8629100000000001,0
693,1.208,4.0744,-4.7635,,1
694,1.0194,,-2.3,,1
695,-6.9599,8.9931,,-4.572,1
696,,,,,0
697,,,,,0
698,1.4884,,3.3080000000000003,0.48921000000000003,0
699,,-5.7899,6.0122,0.046968,1
700,,-6.8638,8.132,-0.2401,0
701,,-2.9156,2.2129,,0
702,,9.6325,-3.1123,,0
703,,8.6703,-2.8913,-1.5086,0
704,,2.5989999999999998,2.0938,0.20085,0
705,1.3638,,,,0
706,-0.97325,,5.6026,1.0323,1
707,,-4.1096,,0.9896299999999999,0
708,1.143,,5.4552,-0.56984,0
709,,1.3926,1.7125,0.41421,0
710,,,,,0
711,,,0.7572,,0
712,2.5678,3.5136,,-0.40691,0
713,,,-1.2804,0.76076,0
714,,,,,0
715,-5.2943,-5.1463,10.3332,-1.1181,1
716,,,0.9053899999999999,1.5806,1
717,,9.887,-4.6795,,0
718,,,0.87026,,1
719,3.4566,9.5228,-4.0112,,0
720,,0.70148,,0.0055892,1
721,,-9.1359,9.3444,,1
722,5.032,8.2026,,-1.0341,0
723,,,0.45041000000000003,,1
724,,,12.392999999999999,,1
725,,-6.7583,5.8408,0.62369,1
726,,10.4643,,,0
727,,,,,1
728,,1.8458,,-1.3806,1
729,,-4.7904,,,0
730,,3.2569999999999997,-3.6778,,1
731,,,,-1.6509,0
732,,-6.8824,5.4681,0.057313,1
733,-2.8267,,9.0694,-0.9823299999999999,1
734,-5.6370000000000005,8.1261,0.13080999999999998,,1
735,-0.28696,,,-3.1896,1
736,,4.1323,,-2.5987,1
737,,,,-5.2366,0
738,,-5.5871,,-1.722,0
739,,8.6165,1.8419,,0
740,,-6.5389,10.5234,-0.48967,1
741,,,,,1
742,-1.1859,-1.2519,,,1
743,-1.9409,,9.155,0.9404899999999999,1
744,2.3164,-2.628,3.1529,,0
745,0.74428,-3.7723,1.6131,,1
746,,,,,1
747,,,1.5454,-0.26079,0
748,,,,,1
749,,,10.5251,-0.16380999999999998,1
750,0.5746100000000001,,-1.6917,,0
751,,,,1.3039,0
752,,-6.4789,,,1
753,,,,-0.71208,0
754,,,2.1787,-5.6038,0
755,,,,,0
756,0.86816,,,-4.0082,0
757,3.7831,10.0526,-3.8869,,0
758,-1.3968,,9.4652,-0.34872,1
759,,-6.332000000000001,6.0987,,1
760,,6.8369,-0.2702,,0
761,5.8862,5.8747,,-0.30086999999999997,0
762,1.3566,,2.1341,,0
763,,,0.68261,-0.7198399999999999,1
764,,,3.8281,1.6297,0
765,,1.3078,1.291,,0
766,,,8.2219,-1.8073,0
767,,,,,1
768,-2.1059,1.1815,,,1
769,2.888,,,-0.24398000000000003,0
770,,7.886,,,0
771,,6.1189,-2.4294,-0.19613,0
772,-1.3612,10.694,1.7022,,0
773,,9.7939,-4.1508,,0
774,,,,,0
775,0.37984,0.70975,0.75716,,0
776,2.4859999999999998,-0.9953299999999999,5.3404,-0.15475,0
777,2.4527,2.9653,,,0
778,,,,1.1319,0
779,-3.8952,3.8157,-0.31304,-3.8194,1
780,,,8.7086,-0.21681999999999998,1
781,,,-3.9032,-3.3487,0
782,-3.8203,-13.0551,,,1
783,-1.0401,9.3987,,-5.3336,0
784,,0.54214,-0.52725,,1
785,-1.4174,,,,1
786,,,-2.5425,,0
